tittle,question,answer,url,ans_count,tag
How to be with huge Domain classes in DDD?,"When you are developing an architecture in OO/DDD style and modeling some domain entity e.g. Order entity you are putting whole logic related to order into Order entity. 
But when the application becomes more complicated, Order entity collects more and more logic and this class becomes really huge. 
Comparing with anemic model, yes its obviously an anti-pattern, but all that huge logic is separated in different services.
Is it ok to deal with huge domain entities or i understand something wrong?","It's fine to use services in DDD.  You will commonly see services at the Domain, Application or Infrastructure layers.
Eric uses these guidelines in his book for spotting when to use services:

The operation relates to a domain concept that is not a natural part of an ENTITY or VALUE OBJECT.
The interface is defined in terms of other elements in the domain model
The operation is stateless",https://stackoverflow.com/questions/12665393/how-to-be-with-huge-domain-classes-in-ddd,3,0
Layered architecture in Java EE,"I have a question that I have never been able to solve:
Considering these two architecture
1st
UI layer
    |
Application layer
    |
Domain Layer
    |
Infrastructure Layer

2nd
Client Tiers
    |
Presentation Tiers
    |
Business Tiers
    |
Integration Tiers
    |
Resources Tiers

What are the difference between them.
Where do entity beans lie in these architecture. If I have a business layer with object that implements business logic, why would I have to add behavior in entity beans. I read somewhere that it is an anti pattern to have domain model objects without behavior.
Thanks
Update
This is actually a project(training) that I need to do to get my msc in distributed systems.
These are actually the technologies I'm using
Struts 2
JPA
HSQLDB
So if I understand well
My application consist of
A client layer (web browser)
A presentation Layer (struts 2 )
A business Layer (POJOs + JPA)
An integration layer (with hibernate DAOs)
A resource layer (HSQLDB)
But as the presentation, business and integration layer are implemented on the same server (tomact) I only have a three tiers architecture. Am I right ?
As far as including behavior in my JPA objects, usually this is what I used to do :
Have a dao for each JPA entity.
Have a bean (like an EJB) that would manage the business logic required. So I never put beahvior on JPA objects.
Say for example I wanted to make a purchase request. I would have a CatalogueManager that would help me interact with items, suppliers. I would have also an EmployeeManager that would help me interact with employees. And finally a PurchaseRequestManager that would use the two previous business objects to make a PurchaseRequest.
Now what you are telling me is to put the methods that I have in the PurchaseManager in the PurchaseRequest JPA entity, and do the same for methods in EmployeeManager => to put them in the Employee JPA entity.
But what would happen if my employee object would also be used for the human ressources department, I would also need to put other methods there. For a big application I would have a lot of methods in the employee JPA entity. Wouldn't that be counter productive?
thanks","In my mind, ""Layers"" are a logical separation, with no implication of a deployment topology.
""Tiers"" are about physical deployment. For example the UI Layer logic could be implemented completely in a thick client, deployed to a Client Tier on the desktop and no separate Presentation Tier, or could be a Web 2.0 Browser based app, with the UI Layer spread between a Javascript UI Client in the Browser and Presentation Tier in a Server.
Now onto Entitiy Beans. First, Entity Beans are in EJB 3 replaced with JPA - we annotate objects to control their persistence.
I think that you've got two kinds of business logic, that which is concerned with the behaviour of individual persistent Classes such as Customers, Orders, Employees, Shipments, Students, Courses or whatever, and then their is logic which is at some higher level than that, dealing with combinations of these classes.
It seems reasonable to me that logic concerned with behaviour of, say, a Customer should be in the Customer class. Such behaviour might be quite trivial, for example some kinds of validation and summarisation (e.g. total Order Value) but it's Domain logic and can reasonably be in those Domain objects. So our JPA objects have two roles, implementing domain logic and also managing persistence by virtue of their annotation. The architectural status of those annotations is interesting, they are effectively the ""glue"" between Domain and Infrastructure.",https://stackoverflow.com/questions/4122079/layered-architecture-in-java-ee,2,0
"From an architectural standpoint, should models in a rails application be able to set their own user association in an after_initialize function?","Let us assume the following structure:
class Question < ActiveRecord::Base
  after_initialize :set_defaults

  belongs_to :user

  ...

  private
    def :set_defaults
      self.user = SomeAuth.current_user
    end
end

class User < ActiveRecord::Base
  has_many :questions

  ...
end

Further, let us assume that SomeAuth is some black-box magic authentication scheme.
We can think of that as Devise or Authlogic (or insert your favorite ruby authentication solution here).
Under those assumptions, is it an anti-pattern to have a Question set its own user attribute after initialization (for all intents and purposes, after Question.new is called, i.e. in an after_initialize macro)?","I wouldn't want to classify it as a good or bad pattern in absolute terms.
If your system is only one RoR application, then it seems like a good pattern. You use a mechanism provided by a framework thus not creating extra code and keeping it pretty simple. Your domain object is tied to your auth scheme, but in this simple context it may be  beneficial.
If your system is collection of many distinct applications, and you want to reuse a domain model between them, then you might want to divorce your domain and auth concepts. Some subsystems may not care about auth concerns (like batch processing of a certain kind). In this context an explicit relationship between domain and auth (and the way it gets loaded) might be an anti-pattern.",https://stackoverflow.com/questions/7853975/from-an-architectural-standpoint-should-models-in-a-rails-application-be-able-t,1,0
Managing many windows in GUI architecture,"I've got a question about an architecture af a complex GUI app.
I'm creating such app and have many, many windows which often interacts with each other, and I'm facing problem of having all needed references to other windows within them.
What is the best approach to manage those windows?
First think I came up with was to create global singleton sharing all windows references (and encapsulate them in getters/setters) and each windows would have only reference to that, let's say 'window manager' - but generally I don't like that type of programming (I'm anti-global :P), I consider it's bad and unsafe.
Are there any paradigms/design patterns am I missing?
Appreciate any useful tips,
Maciek","You need an application wide ""controller"". Think of it like a central DNS. It doesn't have to be a special ""global singleton"". Your application will already have one of those (the root object of your app). Just have it manage a list of windows.",https://stackoverflow.com/questions/8277491/managing-many-windows-in-gui-architecture,2,0
Java - Is this a bad design pattern?,"In our application, I have seen code written like this:
User.java (User entity)
public class User
{
  protected String firstName;
  protected String lastName;

 ...
   getters/setters (regular POJO)
}

UserSearchCommand
{
   protected List<User> users;
   protected int currentPage;
   protected int sortColumnIndex;
   protected SortOder sortOrder;

   // the current user we're editing, if at all
   protected User user;

   public String getFirstName()
   {return(user.getFirstName());}

   public String getLastName()
   {return(user.getLastName());}

}

Now, from my experience, this pattern or anti-pattern looks bad to me.  For one, we're mixing several concerns together.  While they're all user-related, it deviates from typical POJO design.  If we're going to go this route, then shouldn't we do this instead?
UserSearchCommand
{
   protected List<User> users;
   protected int currentPage;
   protected int sortColumnIndex;
   protected SortOder sortOrder;

   // the current user we're editing, if at all
   protected User user;

   public User getUser()
   {return(user);}

}

Simply return the user object, and then we can call whatever methods on it as we wish?  
Since this is quite different from typical bean development, JSR 303, bean validation doesn't work for this model and we have to write validators for every bean.
Does anyone else see anything wrong with this design pattern or am I just being picky as a developer?
Walter","While Sjoerd and JB make valid points, depending on your use of the SearchCommand I would make the following argument for the second example. If the operations you are defining in the first example do not effect the behavior of the UserSearchCommand, then by defining getFirstName(), etc you are really just duplicating code, which can lead to maintainability issues, for example what if later you add a middle name to the user class? Then you not only need to add it to user but also an accessor in UserSearchCommand. If doing something to the user would modify the behavior of the search then that could be a valid argument to have the caller access the user through the search command, but this could also be achieved via a mechanism such as PropertyListeners.
As you pointed out the first example is mixing information together and, to me, seems counter-intuitive from and OOP perspective. If it is a matter of restricting access to some properties to the User then it may be a matter of changing the access modifiers, or creating an interface that exposes what you deem safe and an implementation class that exposes appropriate package/protected properties. Unless your UserSearchCommand is a misnomer I would expect it to perform operations involving searching for users and then make those user's available as a unit (not individual properties of a user). That is a search command should perform operations related to a search and a user should contain information about the user.
Of course this is a stylistic question, but I would give my vote to your second example.",https://stackoverflow.com/questions/2560972/java-is-this-a-bad-design-pattern,5,0
What is Inversion of Control?,"Inversion of Control (or IoC) can be quite confusing when it is first encountered.

What is it?
Which problem does it solve?
When is it appropriate to use and when not?","The Inversion of Control (IoC) and Dependency Injection (DI) patterns are all about removing dependencies from your code.
For example, say your application has a text editor component and you want to provide spell checking. Your standard code would look something like this:
public class TextEditor {

    private SpellChecker checker;

    public TextEditor() {
        this.checker = new SpellChecker();
    }
}

What we've done here creates a dependency between the TextEditor and the SpellChecker.
In an IoC scenario we would instead do something like this:
public class TextEditor {

    private IocSpellChecker checker;

    public TextEditor(IocSpellChecker checker) {
        this.checker = checker;
    }
}

In the first code example we are instantiating SpellChecker (this.checker = new SpellChecker();), which means the TextEditor class directly depends on the SpellChecker class.
In the second code example we are creating an abstraction by having the SpellChecker dependency class in TextEditor constructor signature (not initializing dependency in class). This allows us to call the dependency then pass it to the TextEditor class like so:
SpellChecker sc = new SpellChecker; // dependency
TextEditor textEditor = new TextEditor(sc);

Now the client creating the TextEditor class has the control over which SpellChecker implementation to use because we're injecting the dependency to the TextEditor signature.",https://stackoverflow.com/questions/3058/what-is-inversion-of-control,36,0
Are try/catch for every single statement that throws an exception considered an anti-pattern?,"I am currently reviewing a colleagues Java code, and I see a lot of cases where every single statement that may throw an exception being encapsulated in its own try/catch. Where the catch block all perform the same operation (which operation is not relevant for my question).
To me this seems like a code smell, and I do remember reading about it being a common anti-pattern. However I cannot find any references on this.
So are try/catch for every single statement that throws and exception considered an anti-pattern, and what are the argument supporting this?

Constructed example:
(Does not relate to the original problem, so please don't mind other problems with this example, as it is just constructed to illustrate what I mean.)
public int foo()
{
    int x, y = 7;

    try
    {
        x = bar(y);
    }
    catch(SomeException e)
    {
        return 0;
    }

    try
    {
        y = baz(x,y);
    }
    catch(SomeOtherException e)
    {
        return 0;
    }

    /* etc. */

    return y;
}

(Assume that it is appropriate to catch both exceptions here, i.e. we know what do with them, and the appropriate thing is to return 0 in both cases.)","I can't serve you with an authoritative source, but these are fundamental tenets of exception handling:

exceptions should be caught at the point where one can properly handle them, and
you must not swallow exceptions - there should always be (at least) a trace of an exception thrown, so the minimum is to log it, so that at least the developers get a chance of noticing that something bad happened. Which leads to the third point:
exceptions should only be used to signal exceptional bad events, not to control program flow.

There are lots of earlier posts on SO dealing with this, for example Best practices for exception management in JAVA or C#.",https://stackoverflow.com/questions/7093193/are-try-catch-for-every-single-statement-that-throws-an-exception-considered-an/7093257,6,0
Best practices for exception management in Java or C# [closed],"Closed. This question is opinion-based. It is not currently accepting answers.
                            
                        










Want to improve this question? Update the question so it can be answered with facts and citations by editing this post.
                        
Closed 3 years ago.



I'm stuck deciding how to handle exceptions in my application. 
Much if my issues with exceptions comes from 1) accessing data via a remote service or 2) deserializing a JSON object. Unfortunately I can't guarantee success for either of these tasks (cut network connection, malformed JSON object that is out of my control). 
As a result, if I do encounter an exception I simply catch it within the function and return FALSE to the caller. My logic is that all the caller really cares about is if the task was successful, not why it is wasn't successful.
Here's some sample code (in JAVA) of a typical method)
public boolean doSomething(Object p_somthingToDoOn)
{
    boolean result = false;

    try{
        // if dirty object then clean
        doactualStuffOnObject(p_jsonObject);

        //assume success (no exception thrown)
        result = true;
    }
    catch(Exception Ex)
    {
        //don't care about exceptions
        Ex.printStackTrace();
    }
    return result;
}

I think this approach is fine, but I'm really curious to know what the best practices are for managing exceptions (should I really bubble an exception all the way up a call stack?). 
In summary of key questions:

Is it okay to just catch exceptions but not bubble them up or formally notifying the system (either via a log or a notification to the user)?
What best practices are there for exceptions that don't result in everything requiring a try/catch block?

Follow Up/Edit
Thanks for all the feedback, found some excellent sources on exception management online:

Best Practices for Exception Handling | O'Reilly Media
Exception Handling Best Practices in .NET
Best Practices: Exception Management (Article now points to archive.org copy)
Exception-Handling Antipatterns

It seems that exception management is one of those things that vary based on context. But most importantly, one should be consistent in how they manage exceptions within a system. 
Additionally watch out for code-rot via excessive try/catches or not giving a exception its respect (an exception is warning the system, what else needs to be warned?).
Also, this is a pretty choice comment from m3rLinEz.

I tend to agree with Anders Hejlsberg and you that the most callers only
  care if operation is successful or not.

From this comment it brings up some questions to think about when dealing with exceptions:

What is the point this exception being thrown?
How does it make sense to handle it? 
Does the caller really care about the exception or do they just care if the call was successful?
Is forcing a caller to manage a potential exception graceful?
Are you being respectful to the idoms of the language?

Do you really need to return a success flag like boolean? Returning boolean (or an int) is more of a C mindset than a Java (in Java you would just handle the exception) one. 
Follow the error management constructs associated with the language :) !","It seems odd to me that you want to catch exceptions and turn them into error codes. Why do you think the caller would prefer error codes over exceptions when the latter is the default in both Java and C#?
As for your questions: 

You should only catch exceptions that you can actually handle. Just
catching exceptions is not the right thing to do in most cases.
There are a few exceptions (e.g. logging and marshalling exceptions
between threads) but even for those cases you should generally
rethrow the exceptions.
You should definitely not have a lot of try/catch statements in your
code. Again, the idea is to only catch exceptions you can handle.
You may include a topmost exception handler to turn any unhandled
exceptions into something somewhat useful for the end user but
otherwise you should not try to catch each and every exception in
every possible place.",https://stackoverflow.com/questions/409563/best-practices-for-exception-management-in-java-or-c,15,0
What topics fall under architecture?,"I am an experienced coder. During the time I learnt C#, I followed a set of topics eg serialisation, exception handling, graphics, etc.
However, what topics are there in architecture and software design?
My list contains the concept of roundtrips, tiers, layering, is there anything else?
Thanks","At the architectural level we are concerned about:

Services
Components
Security
Infrastructure
Backward/forward compatibility (migration, dual phase, etc)
Scalability
Reliability
Federation
Standards (not necessarily industry standards, just consistency)

Architecture is just as much about non-technical communication and business strategy as it is about anything technical. Architects are responsible for translating business goals into systems, which are implemented by developers and technicians.
As far as your existing list - ""tiers"" is a high-level development concept, while I would consider ""roundtrips"" relatively low-level. At an architectural level, and even a high-level software design level, ""roundtrips"" is an implementation detail of the communication between systems, and is not very interesting until it starts impacting one of the areas listed above. I'm not sure what you mean by ""layering"".",https://stackoverflow.com/questions/3182196/what-topics-fall-under-architecture/3183588,4,0
Can I dispatch an action in reducer?,"is it possible to dispatch an action in a reducer itself? I have a progressbar and an audio element. The goal is to update the progressbar when the time gets updated in the audio element. But I don't know where to place the ontimeupdate eventhandler, or how to dispatch an action in the callback of ontimeupdate, to update the progressbar. Here is my code:
//reducer

const initialState = {
    audioElement: new AudioElement('test.mp3'),
    progress: 0.0
}

initialState.audioElement.audio.ontimeupdate = () => {
    console.log('progress', initialState.audioElement.currentTime/initialState.audioElement.duration);
    //how to dispatch 'SET_PROGRESS_VALUE' now?
};


const audio = (state=initialState, action) => {
    switch(action.type){
        case 'SET_PROGRESS_VALUE':
            return Object.assign({}, state, {progress: action.progress});
        default: return state;
    }

}

export default audio;","Dispatching an action within a reducer is an anti-pattern. Your reducer should be without side effects, simply digesting the action payload and returning a new state object. Adding listeners and dispatching actions within the reducer can lead to chained actions and other side effects.
Sounds like your initialized AudioElement class and the event listener belong within a component rather than in state. Within the event listener you can dispatch an action, which will update progress in state.
You can either initialize the AudioElement class object in a new React component or  just convert that class to a React component.
class MyAudioPlayer extends React.Component {
  constructor(props) {
    super(props);

    this.player = new AudioElement('test.mp3');

    this.player.audio.ontimeupdate = this.updateProgress;
  }

  updateProgress () {
    // Dispatch action to reducer with updated progress.
    // You might want to actually send the current time and do the
    // calculation from within the reducer.
    this.props.updateProgressAction();
  }

  render () {
    // Render the audio player controls, progress bar, whatever else
    return <p>Progress: {this.props.progress}</p>;
  }
}

class MyContainer extends React.Component {
   render() {
     return <MyAudioPlayer updateProgress={this.props.updateProgress} />
   }
}

function mapStateToProps (state) { return {}; }

return connect(mapStateToProps, {
  updateProgressAction
})(MyContainer);

Note that the updateProgressAction is automatically wrapped with dispatch so you don't need to call dispatch directly.",https://stackoverflow.com/questions/36730793/can-i-dispatch-an-action-in-reducer/41260990,4,0
Is Domain Driven Design right for my project?,"I have been reading this ebook about DDD and it says that only highly complex systems are suited for DDD architecture.  This leads me to second guess my decision to move more towards DDD as my architecture.
I am converting a classic ASP application over to .NET section by section.  It includes a robust product categorization scheme and shopping cart which gets ~100-200 orders per day, and a video section similar to YouTube (videos and social features like rating, commenting, etc).  Since I have converting it in chunks, I want to treat each area of the site as separate project.
The site continuously gets new features and needs to be easy to maintain and update.
Right now I am just using a basic homemade ADO.NET DAL with BLL and DTOs that act as a common layer.
Would it be better to go with a different architecture than DDD for this project?  I am new to architecture and want to use some sort of pattern as a guide that I can follow throughout the conversion process to avoid the dreaded spaghetti anti-pattern.
If not DDD, then what?  Still trying to find a good direction.  It needs to be fast and easy for me to get started on without being a complete expert as I am still learning.","DDD is not an architecture. 
It's a philosophy of design, you cannot just rename all your FooDAO's to FooRepositiories, throw in an Anti-Corruption Layer and call it DDD.
It stands for Domain Driven Design.  It puts a focus on the models that you use to solve problems in your specific domain.  What Eric Evans is suggesting is that if your site is simply a form to join a mailing list there's no reason to spend days in front of whiteboard playing with models. It's my opinion if there's only a single context in your domain you don't need DDD.  More on that in a bit.
There's a famous quote:

__here are only two hard problems in Computer Science: cache invalidation and naming things._ _ Phil Karlton

And DDD does have patterns to address these. It offers ubitiquous language as pattern to tackle naming, and it offers the oft misunderstood collection of patterns: Repository, Aggregate, Entity, and Value Object to tackle model consistency (which I will lump cache invalidation into and won't cover further here).  
But I would say most importantly it adds a critical 3rd item (not off by 1 problems):

Where to put stuff

Where to put code and logic. For me, the most fundamental concept in DDD is that of context.  Not all problems are best served by the same model, and knowing where one context ends and another begins is a critical first step in DDD.
For instance, at my company we work with Jobs, Jobseekers and Recruiters.  The world of a jobseeker is very different from the world of a recruiter and they both look at a Job differently.  As an example,  In the world (context) of Recruiters they can post a job and say 

I want to make this job available in New York, Austin, and San Fran.

In OO speak: One Job has one or many Locations.  
In the world of the jobseeker a job in LA is not the same job as a job in Boston. Nevermind if they are the same position at the same company.  The difference in physical location is meaningful to the the jobseeker.  While the recruiter wants to manage all Widget Manager jobs from a single place even if they are spread out around the country, a Jobseeker in New York does not care if the same position is also available in Seattle.
So the question is?  How many Locations should a Job have?  One or Many?
The DDD answer is both. If you're in the context of jobseeker then a job has only one location, and if you're a recruiter in that context a job can have many locations.  
The Jobseeker context is wholly separate from the Recruiter Context and they should not necessarily share the same model.  Even if in the end of the day all the jobs end up in the same DB (another context itself perhaps), sharing models between contexts can make a model a jack of all trades and master of none.  
Now this example is very specific to the Domain of recruitment and jobseeking.  It has nothing to do with Entity Framework of ADO or MVC or ASP.  DDD is framework agnostic.  
And it is DDD heresy to claim that framework A or B makes your architecture DDD. The whole point of DDD is that a model should serve the needs of a specific Context within a particular Domain.  Frameworks can only support that and make it possible, they cannot do:
$ dddonrails new MyDDDApplication
$ dddonrails generate context ContextA
$ dddonrails generate context ContextB
$ dddonrails generate model Widget ContextA
$ dddonrails generate model Widget ContextB
$ dddonrails start

To specifically address the question, ""To DDD? Or not to DDD?""  The good news is you don't have to decide at the onset, ""This is going to be a DDD project!""  DDD requires no toolset other than the willingness to think hard about the problems you're trying to solve and ask is my code helping or hurting me?  
The bad news is DDD requires a serious commitment to look at and challenge your design, asking every day ""Is this model making the problems in this context as easy as possible?""
But separate the somewhat tactical and practical concerns of what presentation framework (MVC or no MVC) and persistence framework (Entity Framework?) from the task of modeling your business domain.  If you want to start now, think about what contexts are in your app.  Some questions to ask:

Are multiple areas of the application solving different problems with the same basic data? 
How many teams work on the app?  
How do they integrate with each other? 

Mapping these out is called Drawing a Context Map and it's an important first step to starting to do DDD.
I encourage you to checkout the ddd website for more.  There's some good eric evans videos on qcon too.  You may also want to read the Eric Evans' book Domain Driven Design, he has many more examples.",https://stackoverflow.com/questions/5409324/is-domain-driven-design-right-for-my-project,3,0
How do I resolve Dependency Injection in MVC Filter attributes,"I have a custom attribute class derived from AuthorizationAttribute, which performs custom security on controller actions. The OnAuthorizationCore method depends on various other components (e.g. DAL) in order to ajudicate whether a user can invoke an action.
I'm using Autofac for dependency injection. The ExtensibleActionInvoker claims to be able to perform property injection on action filters. Setting an attribute's properties at runtime (which seems like a bad idea) will work in a simple unit test, but in a busy, multi-threaded web server it's bound to go wrong, and so this idea seems like an anti-pattern. Hence this question:
If my AuthorizationAttribute depends on other components in order to work correctly, what it the right [architecture] pattern in order to achieve this?
i.e. AuthorizationAttribute depends on IUserRepository...  how should this relationship be resolved?","The ExtensibleActionInvoker claims to be able to perform property injection on action filters.

Correct - but don't confuse action filters with the attributes that might not implement them. The cleanest way to approach this in ASP.NET MVC is to split responsibilities, even though the MVC framework allows you to combine them.
E.g., use a pair of classes - an attribute class that holds data only:
// Just a regular old attribute with data values
class SomeAttribute : Attribute { ... }

And a filter that has dependencies injected:
// Gets dependencies injected
class SomeFilter : IActionFilter { ... }

SomeFilter just uses the typical approach of getting the SomeAttribute attribute from the controller or action method via GetCustomAttributes() to do whatever work is needed.
You can then use ExtensibleActionInvoker to wire up the filter:
builder.RegisterControllers(...).InjectActionInvoker();
builder.RegisterType<ExtensibleActionInvoker>().As<IActionInvoker>();
builder.RegisterType<SomeFilter>().As<IActionFilter>();

It might be a little more code than you'd write using the attribute-as-filter approach, but the quality of the code will be better in the long run (e.g. by avoiding the limitations of attributes and the awkwardness of the Service Locator solutions.)",https://stackoverflow.com/questions/4163217/how-do-i-resolve-dependency-injection-in-mvc-filter-attributes,4,0
Nodejs - It is wrong to mix Promise based architecture with events,"I'm working on a nodejs app that will become larger. I don't find a lot of ressources for advanced Nodejs project architecture and structure.
I would like to know if it's an antipattern to mix paradigm of promises with Events in NodeJS.
If someone have ressources about advanced project architecture or open source large Nodejs projects, it could really help me.
Best regards.","It is not wrong to mix Promises and callbacks. Sometimes it is necessary, especially if a library or existing code only has one or the other. Callbacks and Promises are just ways of handling the asynchronous nature of NodeJS, so just be aware of controlling the flow of your program.
Some other thoughts:

I find it easier to use Promises inside of callback functions, as you can use the Promise resolution to determine when and how to call the callback
If possible, promisify your callbacks (or even other callback libraries) if you can! That might be a personal preference of mine since I like promises more. Some libraries even allow you to go from Promises to callbacks, but I haven't done that.
The ES6 async/await stuff changes things again! So keep adapting as you are able, or as you need to.
There is nothing wrong with callbacks or Promises. No wrong choice and it's ok to mix, just keep control flow in mind.",https://stackoverflow.com/questions/43666815/nodejs-it-is-wrong-to-mix-promise-based-architecture-with-events,1,0
"Azure Functions [JavaScript / Node.js] - HTTP call, good practices","From my Azure Function (which runs in Node.js, triggered by EventHub message) I would like to make a post request to some external page.
Something like:
module.exports = function (context, eventHubMessages) {

var http = require(""http"");

context.log('JavaScript Function triggered by eventHub messages ');

http.request(post_options, function(res){
    ...
})

context.done();

The code above will probably work but I have a doubt if that is not an antipattern.
Imagine situation when there are thousands of functions triggered in short period of time - for each execution we would need to create an HTTP client and create a connection...
From short research I have found some solution proposal for C# Azure Functions: https://docs.microsoft.com/en-us/azure/architecture/antipatterns/improper-instantiation/
which uses static HttpClient class.
I have a question, is there any similar approach in Node.js Azure Function? Or any other way to avoid this problem, to share an object between Node.js Azure Function executions?","If thousands of functions triggered in short period of time you should limit the sockets by modifying the http.globalAgent or by passing an instance of a new Agent 

An Agent is responsible for managing connection persistence and reuse
  for HTTP clients. It maintains a queue of pending requests for a given
  host and port, reusing a single socket connection for each until the
  queue is empty, at which time the socket is either destroyed or put
  into a pool where it is kept to be used again for requests to the same
  host and port. Whether it is destroyed or pooled depends on the
  keepAlive option.

Source: https://nodejs.org/api/http.html#http_class_http_agent
http.globalAgent.maxSockets defaults to infinity so unless you limit this value your function will run out of sockets and you'll see your requests start to fail.
Additionally if you are planning on connecting to the same host you should enable keep-alive on the globalAgent/Agent to enable pooled connections.",https://stackoverflow.com/questions/47906463/azure-functions-javascript-node-js-http-call-good-practices,1,0
Authentication Handling using HTTPClient,"I have a class which connects to a Web API, therefore I am initialising a static HTTPClient at top of the class like this
private static readonly HttpClient httpClient = new HttpClient();

https://docs.microsoft.com/enus/azure/architecture/antipatterns/improper-instantiation/
This HTTPClient is used by all public methods within the class to contact the API, each method except login() requires a basic authentication header, this header should be in the format:
Authorization: Basic device_id:X-Secret-Key
Where the device_id is a constant for this instance of the class and the secret key a return from the login() method.
Therefore should every method contain:
request.Headers.Add(""Authorization"", ""Basic "" + Convert.ToBase64String(Encoding.ASCII.GetBytes(authInfo)));

Where request is the HTTPRequestMessage being created and authInfo is a string in the format device_id:X-Secret-Key.
Or should a every method call a seperate HTTPClient from the one used by the Login() function, declared like:
var handler = new HttpClientHandler();
handler.Credentials = new NetworkCredential (device_id, secret_key);
var client = new HttpClient (handler);

Thank you for any responses","The Authorization header, add it to the httpClient:
httpClient.DefaultRequestHeaders.Authorization = new AuthenticationHeaderValue(""Basic"", Convert.ToBase64String(Encoding.ASCII.GetBytes(authInfo)));

After you add this header ONCE, every future calls to the WEB API service should be authorized.",https://stackoverflow.com/questions/45609530/authentication-handling-using-httpclient,1,0
CurrentConnections exceeds ConnectionLimit in ServicePoint,"I have a cluster/server with multiple nodes that handle requests from the application.
The application the user is running, opens 2  web clients with the following URLs:

https://myprocess.myapp.com/api/json/v1
https://myprocess.myapp.com/api/protobuf/v1

In order to support stickiness (I want each of the 2 web clients will keep the connection against the nodes - persistence),
the ConnectionLeaseTimeout stayed with the default value, which means ""don't close the connection""
and because the DefaultPersistentConnectionLimit is 2 by default, I set  the DefaultConnectionLimit to 1.
The problem:

servicePoint.CurrentConnections is 2, although servicePoint.ConnectionLimit is 1.
In the server, I see that the remote host port is changing, i.e. I see more than 2 ports (more than 1 port for each client).

What am I doing wrong?
My class output:
CommunicationWebClient https://myprocess.myapp.com/api/json/v1
CommunicationWebClient https://myprocess.myapp.com/api/protobuf/v1
SendAsync _uri=https://myprocess.myapp.com/api/json/v1 servicePoint.Address=https://myprocess.myapp.com/api/json/v1 servicePoint.ConnectionLimit=1 servicePoint.CurrentConnections=2
...
SendAsync _uri=https://myprocess.myapp.com/api/protobuf/v1 servicePoint.Address=https://myprocess.myapp.com/api/json/v1 servicePoint.ConnectionLimit=1 servicePoint.CurrentConnections=2
...
public sealed class CommunicationWebClient : IDisposable
{
    private HttpClient _httpClient;
    private Uri _uri;

    public CommunicationWebClient(Uri uri)
    {
        Logger.Debug($""{nameof(CommunicationWebClient)} {nameof(uri)}={uri}"");

        _uri = uri;

        ServicePointManager.DefaultConnectionLimit = 1;

        _httpClient = new HttpClient(new WebRequestHandler())
        {
            Timeout = 10.Minutes(),
        };
    }

    public void Dispose()
    {
        _httpClient.Dispose();
    }


    public async Task SendAsync(
        ByteArrayContent content)
    {
        var servicePoint = ServicePointManager.FindServicePoint(_uri);

        Logger.Debug($""{nameof(SendAsync)} "" +
                    $""{nameof(_uri)}={_uri} "" +
                    $""{nameof(servicePoint.Address)}={servicePoint.Address} "" +
                    $""{nameof(servicePoint.ConnectionLimit)}={servicePoint.ConnectionLimit} "" +
                    $""{nameof(servicePoint.CurrentConnections)}={servicePoint.CurrentConnections}"");

        using (var httpResponseMessage = await _httpClient.PostAsync(_uri, content))
        {
            ...
        }
    }
}","If you still have a problem, check that your CommunicationWebClient is not disposed too often. It disposes HttpClient but it behaves not as usually people expect.
Checkout this article: https://docs.microsoft.com/en-us/azure/architecture/antipatterns/improper-instantiation/
Shortly speaking when you dispose HttpClient in case of windows, you ask windows to close all opened sockets. But by default windows have 4 minute timeout to completely close the socket. So for all these 4 minutes there will be a connection between your HttpClient and web server.",https://stackoverflow.com/questions/46226287/currentconnections-exceeds-connectionlimit-in-servicepoint/50233560,1,0
New Design Patterns,is there any new design patterns available other than the patterns covered by GoF book and Head First Design Patterns? Have any one of you used your own design patterns in your projects? Please let me know. if possible give some UML Diagrams. Thanks in advance.,"Have you come across the concept of Anti-Patterns yet?  I came across these in the book ""AntiPatterns: Refactoring Software, Architectures, and Projects in Crisis"" - which I feel is a great read (note: this is a personal recommendation).  This book reviews commonly identified mistakes in software projects and then attempts to provide a resolution, quite often using a GoF pattern.  Interestingly many of the anti-patterns seem to originate in a design pattern being incorrectly applied.",https://stackoverflow.com/questions/3607939/new-design-patterns/3622542,4,0
Please suggest an e-book for anti design pattern?,"I would like to know ""anti-design"". Please suggest an e-book for anti design pattern.","You may like to check out:
The daily wtf & Anti patterns",https://stackoverflow.com/questions/6381744/please-suggest-an-e-book-for-anti-design-pattern/6381821,4,0
